Gene	description	family	hgnc_id	entrez_id	ensemble_id	location	pubmed_id	Vulnerable_Cell_lines_perc	Ribosomal_Proteins	DNA_replication	RNA_polymerase	Proteasome	Spliceosome	Histones	curated_BAGEL_essential	curated_BAGEL_nonEssential	ADM_PanCancer_CF	Vuln_CL_perc.Bone	Bone	Vuln_CL_perc.Breast	Breast	Vuln_CL_perc.Central.Nervous.System	Central.Nervous.System	Vuln_CL_perc.Endometrium	Endometrium	Vuln_CL_perc.Esophagus	Esophagus	Vuln_CL_perc.Haematopoietic.and.Lymphoid	Haematopoietic.and.Lymphoid	Vuln_CL_perc.Head.and.Neck	Head.and.Neck	Vuln_CL_perc.Large.Intestine	Large.Intestine	Vuln_CL_perc.Lung	Lung	Vuln_CL_perc.Ovary	Ovary	Vuln_CL_perc.Pancreas	Pancreas	Vuln_CL_perc.Peripheral.Nervous.System	Peripheral.Nervous.System	Vuln_CL_perc.Stomach	Stomach
PEX5	peroxisomal biogenesis factor 5	Tetratricopeptide repeat domain containing|Peroxins	HGNC:9719	5830	ENSG00000139197	12p13.31		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		0		2.38095238095238	CS	12.9032258064516	CS	0		0		0	
PHIP	pleckstrin homology domain interacting protein	WD repeat domain containing|DDB1 and CUL4 associated factors	HGNC:15673	55023	ENSG00000146247	06q14.1	11018022	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	12.9032258064516	CS	0		0		7.14285714285714	CS
PIAS1	protein inhibitor of activated STAT 1	Zinc fingers MIZ-type	HGNC:2752	8554	ENSG00000033800	15q23	9724754|9177271	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		6.25	CS	0		3.2258064516129	CS	4.34782608695652	CS	0		7.14285714285714	CS
PIM2	Pim-2 proto-oncogene, serine/threonine kinase		HGNC:8987	11040	ENSG00000102096	Xp11.23	9804974	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		35.7142857142857	CS	0		0		0		0		0		0		0	
PLEKHF2	pleckstrin homology and FYVE domain containing 2	Zinc fingers FYVE-type|Pleckstrin homology domain containing	HGNC:20757	79666	ENSG00000175895	08q22.1		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		5.88235294117647	CS	0		0		0		0		0		4.76190476190476	CS	6.45161290322581	CS	0		0		0	
PLGLB1	plasminogen-like B1		HGNC:9072	5343	ENSG00000183281	02p11.2	1554698|2714803	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		5.88235294117647	CS	0		0		7.14285714285714	CS	2.94117647058824	CS	0		0		3.2258064516129	CS	0		5.88235294117647	CS	0	
PM20D1	peptidase M20 domain containing 1		HGNC:26518	148811	ENSG00000162877	01q32.1		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		25	CS	0		0		0		3.125	CS	0		9.67741935483871	CS	0		0		0	
PMM2	phosphomannomutase 2	HAD Asp-based non-protein phosphatases	HGNC:9115	5373	ENSG00000140650	16p13.2	9140401	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		21.4285714285714	CS	0		0		2.38095238095238	CS	0		4.34782608695652	CS	0		0	
POLG2	DNA polymerase gamma 2, accessory subunit	DNA polymerases	HGNC:9180	11232	ENSG00000256525	17q23.3	9153213	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	2.94117647058824	CS	0		0		7.14285714285714	CS	0		3.125	CS	0		3.2258064516129	CS	4.34782608695652	CS	0		0	
PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2		HGNC:9386	51422	ENSG00000106617	07q36.1	8557660|8621499	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		12.5	CS	7.69230769230769	CS	0		2.94117647058824	CS	3.125	CS	0		3.2258064516129	CS	0		0		0	
PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha		HGNC:9391	5576	ENSG00000114302	03p21.31	9676433	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	5.88235294117647	CS	0		0		0		0		3.125	CS	0		0		8.69565217391304	CS	0		0	
PRKCI	protein kinase C iota		HGNC:9404	5584	ENSG00000163558	03q26.2	7607695|11978974	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		6.25	CS	0		3.2258064516129	CS	0		5.88235294117647	CS	7.14285714285714	CS
PROS1	protein S (alpha)	Gla domain containing	HGNC:9456	5627	ENSG00000184500	03q11.1	214811|1833851	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	4	CS	0		12.5	CS	3.84615384615385	CS	0		0		0		2.38095238095238	CS	3.2258064516129	CS	0		0		0	
PTP4A2	protein tyrosine phosphatase type IVA, member 2	Protein tyrosine phosphatases type IVA	HGNC:9635	8073	ENSG00000184007	01p35.2	8661118|9514946	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	16.6666666666667	CS	0		2.94117647058824	CS	0		0		0		0		3.125	CS	2.38095238095238	CS	0		0		0		0	
RAB24	RAB24, member RAS oncogene family	RAB, member RAS oncogene GTPases	HGNC:9765	53917	ENSG00000169228	05q35.3		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		2.38095238095238	CS	6.45161290322581	CS	0		5.88235294117647	CS	0	
RAB40A	RAB40A, member RAS oncogene family	RAB, member RAS oncogene GTPases	HGNC:18283	142684	ENSG00000172476	Xq22.2	11697911	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	5.88235294117647	CS	0		0		0		0		0		0		6.45161290322581	CS	0		0		0	
RAB5C	RAB5C, member RAS oncogene family	RAB, member RAS oncogene GTPases	HGNC:9785	5878	ENSG00000108774	17q21.2	8646882	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	14.2857142857143	CS	8.82352941176471	CS	0		0		0		0		0		0	
RAD50	RAD50 double strand break repair protein	BRCA1 C complex|MRN complex	HGNC:9816	10111	ENSG00000113522	05q31.1	8756642|9705271	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		0		0		3.125	CS	0		6.45161290322581	CS	0		5.88235294117647	CS	0	
RAET1L	retinoic acid early transcript 1L		HGNC:16798	154064	ENSG00000155918	06q25.1	11827464	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		3.125	CS	0		6.45161290322581	CS	0		0		7.14285714285714	CS
RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	Armadillo repeat containing	HGNC:9859	5910	ENSG00000138698	04q23	8262526|17951244	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		7.69230769230769	CS	0		0		0		4.76190476190476	CS	3.2258064516129	CS	0		0		0	
RAVER2	ribonucleoprotein, PTB binding 2	RNA binding motif containing	HGNC:25577	55225	ENSG00000162437	01p31.3	16051233	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		5.88235294117647	CS	0		0		0		2.94117647058824	CS	0		0		6.45161290322581	CS	0		0		0	
RBM15	RNA binding motif protein 15	RNA binding motif containing	HGNC:14959	64783	ENSG00000162775	01p13.3	11431691|11344311	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		7.14285714285714		2.94117647058824	CS	3.125	CS	0		3.2258064516129	CS	4.34782608695652	CS	5.88235294117647	CS	0	
RBM26	RNA binding motif protein 26	Zinc fingers CCCH-type|Protein phosphatase 1 regulatory subunits|RNA binding motif containing	HGNC:20327	64062	ENSG00000139746	13q31.1	11149944|15741184	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		3.125	CS	2.38095238095238	CS	0		8.69565217391304	CS	0		7.14285714285714	CS
RBM5	RNA binding motif protein 5	Zinc fingers RANBP2-type |G-patch domain containing|RNA binding motif containing	HGNC:9902	10181	ENSG00000003756	03p21.31	10352938|23935508	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		2.94117647058824	CS	3.125	CS	7.14285714285714	CS	0		0		0		7.14285714285714	CS
RCOR2	REST corepressor 2	Myb/SANT domain containing	HGNC:27455	283248	ENSG00000167771	11q13.1	12477932	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		5.88235294117647	CS	0		2.38095238095238	CS	3.2258064516129	CS	0		5.88235294117647	CS	0	
REP15	RAB15 effector protein		HGNC:33748	387849	ENSG00000174236	12p11.22	16195351	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		2.94117647058824	CS	0		4.76190476190476	CS	3.2258064516129	CS	0		5.88235294117647	CS	0	
RHOC	ras homolog family member C	Rho family GTPases	HGNC:669	389	ENSG00000155366	01p13.2	3283705	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		2.94117647058824	CS	0		2.38095238095238	CS	6.45161290322581	CS	0		0		7.14285714285714	CS
RIPK3	receptor interacting serine/threonine kinase 3		HGNC:10021	11035	ENSG00000129465	14q12	10339433|10358032	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		7.69230769230769	CS	0		0		0		0		3.2258064516129	CS	0		0		7.14285714285714	CS
RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	Ring finger proteins	HGNC:13432	25897	ENSG00000034677	08q22	11237715|10976766	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		0		0		0		0		12.9032258064516	CS	0		0		0	
RNMTL1								1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		7.14285714285714	CS	0		3.125	CS	0		0		0		11.7647058823529	CS	7.14285714285714	CS
SCNM1	sodium channel modifier 1		HGNC:23136	79005	ENSG00000163156	01q21.3	12920299	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		8	CS	5.88235294117647	CS	0		0		0		0		0		2.38095238095238	CS	3.2258064516129	CS	0		0		0	
SETDB1	SET domain bifurcated 1	Lysine methyltransferases|Tudor domain containing|Methyl-CpG binding domain containing	HGNC:10761	9869	ENSG00000143379	01q21.3	10343109	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		21.4285714285714	CS	0		0		2.38095238095238	CS	0		0		0		0	
SMAD6	SMAD family member 6	SMAD family	HGNC:6772	4091	ENSG00000137834	15q22.31	9256479	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		0		3.125	CS	4.76190476190476	CS	0		4.34782608695652	CS	5.88235294117647	CS	0	
SNX25	sorting nexin 25	Sorting nexins	HGNC:21883	83891	ENSG00000109762	04q35.1	12461558	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		3.125	CS	0		0		17.3913043478261	CS	0		0	
SPPL3	signal peptide peptidase like 3		HGNC:30424	121665	ENSG00000157837	12q24.31	12139484	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	4	CS	0		0		3.84615384615385	CS	0		5.88235294117647	CS	0		0		3.2258064516129	CS	0		0		0	
SPRYD4	SPRY domain containing 4		HGNC:27468	283377	ENSG00000176422	12q13.3		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		8	CS	2.94117647058824	CS	0		0		0		0		3.125	CS	0		0		8.69565217391304	CS	0		0	
SRSF5	serine and arginine rich splicing factor 5	RNA binding motif containing|Serine and arginine rich splicing factors	HGNC:10787	6430	ENSG00000100650	14q24	7686911|20516191	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	4	CS	0		0		3.84615384615385	CS	0		0		0		2.38095238095238	CS	0		0		0		7.14285714285714	CS
STIP1	stress induced phosphoprotein 1	Tetratricopeptide repeat domain containing	HGNC:11387	10963	ENSG00000168439	11q13.1	1569099	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		5.88235294117647	CS	0		0		7.14285714285714	CS	0		3.125	CS	2.38095238095238	CS	3.2258064516129	CS	0		0		0	
STK40	serine/threonine kinase 40		HGNC:21373	83931	ENSG00000196182	01p34.3		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		12.5	CS	2.38095238095238	CS	0		0		0		0	
TAS2R19	taste 2 receptor member 19	Taste 2 receptors	HGNC:19108	259294	ENSG00000212124	12p13.2		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	4	CS	0		0		0		0		0		6.25	CS	0		0		8.69565217391304	CS	0		0	
TAS2R43	taste 2 receptor member 43	Taste 2 receptors	HGNC:18875	259289	ENSG00000255374	12p13.2	12379855	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		4		0		0		0		7.14285714285714		0		6.25		4.76190476190476		0		0		0		0	
TEAD4	TEA domain transcription factor 4	TEA domain transcription factors	HGNC:11717	7004	ENSG00000197905	12p13.33	9889009|8921372	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		0		0		0		0		0		0		2.38095238095238	CS	6.45161290322581	CS	4.34782608695652	CS	0		0	
TMEM194B								1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		8	CS	0		12.5	CS	7.69230769230769	CS	0		0		0		0		0		0		0		7.14285714285714	CS
TMEM41A	transmembrane protein 41A		HGNC:30544	90407	ENSG00000163900	03q27.2	12975309	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	12.5	CS	0		0		0		0		4.76190476190476	CS	3.2258064516129	CS	4.34782608695652	CS	0		0	
TMTC3	transmembrane and tetratricopeptide repeat containing 3	Tetratricopeptide repeat domain containing	HGNC:26899	160418	ENSG00000139324	12q21.32		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		8	CS	0		0		0		0		0		9.375	CS	0		0		0		0		0	
TRAF7	TNF receptor associated factor 7	Ring finger proteins|WD repeat domain containing|TNF receptor associated factors	HGNC:20456	84231	ENSG00000131653	16p13.3	11230166|15001576	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		9.375	CS	0		0		8.69565217391304	CS	0		7.14285714285714	CS
TRIM43	tripartite motif containing 43	Ring finger proteins|Tripartite motif containing	HGNC:19015	129868	ENSG00000144015	02q11.1		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		0		0		0		0		7.14285714285714		2.94117647058824		0		2.38095238095238		3.2258064516129		0		0		14.2857142857143	
TRIM8	tripartite motif containing 8	Ring finger proteins|Tripartite motif containing	HGNC:15579	81603	ENSG00000171206	10q24.32	11118312|12163497	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	41.6666666666667	CS	0		0		0		0		0		0		0		0		3.2258064516129	CS	0		0		0	
TSC1	tuberous sclerosis 1		HGNC:12362	7248	ENSG00000165699	09q34	9242607|10806479	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		3.84615384615385	CS	0		2.94117647058824	CS	3.125	CS	2.38095238095238	CS	6.45161290322581	CS	0		0		0	
TXNL1	thioredoxin like 1		HGNC:12436	9352	ENSG00000091164	18q21.31	9473519|9668102	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		12	CS	0		0		3.84615384615385	CS	0		0		0		2.38095238095238	CS	0		4.34782608695652	CS	0		0	
UBE2J1	ubiquitin conjugating enzyme E2 J1	Ubiquitin conjugating enzymes E2	HGNC:17598	51465	ENSG00000198833	06q15	10708578	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		12.5	CS	7.69230769230769	CS	0		2.94117647058824	CS	0		0		6.45161290322581	CS	0		0		0	
UHRF1BP1L	UHRF1 binding protein 1 like		HGNC:29102	23074	ENSG00000111647	12q23.1		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		2.94117647058824	CS	6.25	CS	2.38095238095238	CS	0		4.34782608695652	CS	0		0	
USP32	ubiquitin specific peptidase 32	Ubiquitin specific peptidases|EF-hand domain containing	HGNC:19143	84669	ENSG00000170832	17q23.3	12838346	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	2.94117647058824	CS	0		0		0		0		0		0		9.67741935483871	CS	0		5.88235294117647	CS	0	
VN1R2	vomeronasal 1 receptor 2	Vomeronasal receptors	HGNC:19872	317701	ENSG00000196131	19q13.42	12123587	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0		0		2.94117647058824		12.5		3.84615384615385		0		2.94117647058824		0		2.38095238095238		0		0		0		7.14285714285714	
VPS39	VPS39, HOPS complex subunit		HGNC:20593	23339	ENSG00000166887	15q15.1	11448994|26463206	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		14.2857142857143	CS	0		0		2.38095238095238	CS	3.2258064516129	CS	4.34782608695652	CS	0		0	
WDR93	WD repeat domain 93	WD repeat domain containing	HGNC:26924	56964	ENSG00000140527	15q26.1	22573824	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		0		12.5	CS	2.38095238095238	CS	0		0		0		0	
ZBTB12	zinc finger and BTB domain containing 12	Zinc fingers C2H2-type|BTB domain containing	HGNC:19066	221527	ENSG00000204366	06p21.33	9545376	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		8	CS	0		0		0		7.14285714285714	CS	2.94117647058824	CS	3.125	CS	0		0		0		0		7.14285714285714	CS
ZC3H10	zinc finger CCCH-type containing 10	Zinc fingers CCCH-type	HGNC:25893	84872	ENSG00000135482	12q13.2	18814840	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		8.82352941176471	CS	0		0		0		0		0		2.38095238095238	CS	0		0		0		0	
ZFAND1	zinc finger AN1-type containing 1	Zinc fingers AN1-type	HGNC:25858	79752	ENSG00000104231	08q21.13	24121501	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	2.94117647058824	CS	12.5	CS	3.84615384615385	CS	0		0		3.125	CS	0		0		0		0		0	
ZNF578	zinc finger protein 578	Zinc fingers C2H2-type	HGNC:26449	147660	ENSG00000258405	19q13.41		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	12.5	CS	0		0		2.94117647058824	CS	0		2.38095238095238	CS	0		0		0		0	
ZNFX1	zinc finger NFX1-type containing 1	UPF1 like RNA helicases	HGNC:29271	57169	ENSG00000124201	20q13.13	10718198	1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		8.82352941176471	CS	0		0		0		2.94117647058824	CS	0		2.38095238095238	CS	3.2258064516129	CS	0		0		0	
ZSCAN18	zinc finger and SCAN domain containing 18	Zinc fingers C2H2-type	HGNC:21037	65982	ENSG00000121413	19q13.43		1.84615384615385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		3.84615384615385	CS	0		0		0		7.14285714285714	CS	3.2258064516129	CS	0		0		0	
AAR2	AAR2 splicing factor homolog		HGNC:15886	25980	ENSG00000131043	20q11.23	26527271	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		0		0		9.375	CS	0		0		0		0		0	
ACAD8	acyl-CoA dehydrogenase family member 8	Acyl-CoA dehydrogenase family	HGNC:87	27034	ENSG00000151498	11q25	10524212	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	0		0		0		0		0		4.76190476190476	CS	6.45161290322581	CS	0		0		0	
ACO1	aconitase 1		HGNC:117	48	ENSG00000122729	09p21.1	2172968|2771641	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		2.94117647058824	CS	12.5	CS	0		0		0		0		0		6.45161290322581	CS	0		5.88235294117647	CS	0	
ACTR3B	ARP3 actin related protein 3 homolog B		HGNC:17256	57180	ENSG00000133627	07q36.1-q36.2	10806390	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		0		0		0		2.38095238095238	CS	0		0		11.7647058823529	CS	0	
ADAMTSL4	ADAMTS like 4	ADAMTS like	HGNC:19706	54507	ENSG00000143382	01q21.2	12706885	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		0		14.2857142857143	CS	0		0		0		3.2258064516129	CS	0		0		0	
ADNP	activity dependent neuroprotector homeobox	ZF class homeoboxes and pseudogenes	HGNC:15766	23394	ENSG00000101126	20q13.13	9872452|11013255	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	2.94117647058824	CS	0		0		7.14285714285714	CS	2.94117647058824	CS	0		0		3.2258064516129	CS	0		0		0	
AFF4	AF4/FMR2 family member 4	AF4/FMR2 family|Super elongation complex	HGNC:17869	27125	ENSG00000072364	05q31.1	10588740	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		0		3.2258064516129	CS	0		23.5294117647059	CS	0	
AHNAK	AHNAK nucleoprotein	PDZ domain containing	HGNC:347	79026	ENSG00000124942	11q12.3	7987395|12153988	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		5.88235294117647	CS	0		0		0		0		0		0		3.2258064516129	CS	4.34782608695652	CS	0		0	
ALG9	ALG9, alpha-1,2-mannosyltransferase	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	HGNC:15672	79796	ENSG00000086848	11q23.1	12030331|15148656	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		28.5714285714286	CS	0		0		2.38095238095238	CS	0		0		0		0	
AMY2B	amylase, alpha 2B (pancreatic)		HGNC:478	280	ENSG00000240038	01p21.1	8268204	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		2.94117647058824	CS	0		3.84615384615385	CS	0		0		0		2.38095238095238	CS	0		0		0		7.14285714285714	CS
ANP32A	acidic nuclear phosphoprotein 32 family member A	ANP32 acidic nuclear phosphoproteins	HGNC:13233	8125	ENSG00000140350	15q23	8970164|9144194	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		0		2.94117647058824	CS	6.25	CS	0		3.2258064516129	CS	0		0		0	
APRT	adenine phosphoribosyltransferase		HGNC:626	353	ENSG00000198931	16q24.3		1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		0		0		0		0		0		0		2.38095238095238	CS	6.45161290322581	CS	0		5.88235294117647	CS	0	
ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors	HGNC:682	9181	ENSG00000116584	01q22	9857026|9734811	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		0		5.88235294117647	CS	0		0		0		2.94117647058824	CS	0		2.38095238095238	CS	3.2258064516129	CS	0		0		0	
ARID1B	AT-rich interaction domain 1B	AT-rich interaction domain containing	HGNC:18040	57492	ENSG00000049618	06q25.3		1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		4	CS	0		0		0		7.14285714285714	CS	0		3.125	CS	0		6.45161290322581	CS	0		0		0	
ARL14EP	ADP ribosylation factor like GTPase 14 effector protein		HGNC:26798	120534	ENSG00000152219	11p14.1	21458045	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.33333333333333	CS	0		5.88235294117647	CS	0		0		0		0		0		0		0		0		11.7647058823529	CS	0	
ARL3	ADP ribosylation factor like GTPase 3	ARF GTPase family	HGNC:694	403	ENSG00000138175	10q24.32	8034651|10072593	1.53846153846154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		12	CS	0		0		0		0		0		3.125	CS	0		3.2258064516129	CS	0		0		0	
